month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)
1980-01,,,,,,,,,,,,
1980-02,,,,,,,,,,,,
1980-03,,,,,,,,,,,,
1980-04,,,,,,,,,,,,
1980-05,,,,,,,,,,,,
1980-06,,,,,,,,,,,,
1980-07,,,,,,,,,,,,
1980-08,,,,,,,,,,,,
1980-09,,,,,,,,,,,,
1980-10,,,,,,,,,,,,
1980-11,,,,,,,,,,,,
1980-12,,,,,,,,,,,,
1981-01,,,,,,,,,,,,
1981-02,,,,,,,,,,,,
1981-03,,,,,,,,,,,,
1981-04,,,,,,,,,,,,
1981-05,,,,,,,,,,,,
1981-06,,,,,,,,,,,,
1981-07,,,,,,,,,,,,
1981-08,,,,,,,,,,,,
1981-09,,,,,,,,,,,,
1981-10,,,,,,,,,,,,
1981-11,,,,,,,,,,,,
1981-12,,,,,,,,,,,,
1982-01,,,,,,,,,,,,
1982-02,,,,,,,,,,,,
1982-03,,,,,,,,,,,,
1982-04,,,,,,,,,,,,
1982-05,,,,,,,,,,,,
1982-06,,,,,,,,,,,,
1982-07,,,,,,,,,,,,
1982-08,,,,,,,,,,,,
1982-09,,,,,,,,,,,,
1982-10,,,,,,,,,,,,
1982-11,,,,,,,,,,,,
1982-12,,,,,,,,,,,,
1983-01,,,,,,,,,,,,
1983-02,,,,,,,,,,,,
1983-03,,,,,,,,,,,,
1983-04,,,,,,,,,,,,
1983-05,,,,,,,,,,,,
1983-06,,,,,,,,,,,,
1983-07,,,,,,,,,,,,
1983-08,,,,,,,,,,,,
1983-09,,,,,,,,,,,,
1983-10,,,,,,,,,,,,
1983-11,,,,,,,,,,,,
1983-12,,,,,,,,,,,,
1984-01,,,,,,,,,,,,
1984-02,,,,,,,,,,,,
1984-03,,,,,,,,,,,,
1984-04,,,,,,,,,,,,
1984-05,,,,,,,,,,,,
1984-06,,,,,,,,,,,,
1984-07,,,,,,,,,,,,
1984-08,,,,,,,,,,,,
1984-09,,,,,,,,,,,,
1984-10,,,,,,,,,,,,
1984-11,,,,,,,,,,,,
1984-12,,,,,,,,,,,,
1985-01,,,,,,,,,,,,
1985-02,,,,,,,,,,,,
1985-03,,,,,,,,,,,,
1985-04,,,,,,,,,,,,
1985-05,,,,,,,,,,,,
1985-06,,,,,,,,,,,,
1985-07,,,,,,,,,,,,
1985-08,,,,,,,,,,,,
