month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)_去季节性
1980-01,,,,,,,,,,,
1980-02,,,,,,,,,,,
1980-03,,,,,,,,,,,
1980-04,,,,,,,,,,,
1980-05,,,,,,,,,,,
1980-06,,,,,,,,,,,
1980-07,,,,,,,,,,,
1980-08,,,,,,,,,,,
1980-09,,,,,,,,,,,
1980-10,,,,,,,,,,,
1980-11,,,,,,,,,,,
1980-12,,,,,,,,,,,
1981-01,,,,,,,,,,,
1981-02,,,,,,,,,,,
1981-03,,,,,,,,,,,
1981-04,,,,,,,,,,,
1981-05,,,,,,,,,,,
1981-06,,,,,,,,,,,
1981-07,,,,,,,,,,,
1981-08,,,,,,,,,,,
1981-09,,,,,,,,,,,
1981-10,,,,,,,,,,,
1981-11,,,,,,,,,,,
1981-12,,,,,,,,,,,
1982-01,,,,,,,,,,,
1982-02,,,,,,,,,,,
1982-03,,,,,,,,,,,
1982-04,,,,,,,,,,,
1982-05,,,,,,,,,,,
1982-06,,,,,,,,,,,
1982-07,,,,,,,,,,,
1982-08,,,,,,,,,,,
1982-09,,,,,,,,,,,
1982-10,,,,,,,,,,,
1982-11,,,,,,,,,,,
1982-12,,,,,,,,,,,
1983-01,,,,,,,,,,,
1983-02,,,,,,,,,,,
1983-03,,,,,,,,,,,
1983-04,,,,,,,,,,,
1983-05,,,,,,,,,,,
